id,date_trained,accuracy,f1,precision,recall
379a5d2e-bd2d-4a96-b0fe-b2cdee9cfb07,2024-11-28T19:42:47.651825,0.74,0.74,0.74,0.74
31412658-d64c-4fa7-8928-62154e24393f,2024-12-01T22:39:01.824734,0.7554613628953375,0.7576475657044378,0.752943695140227,0.7624105787990462
27a2c52b-188c-44b9-a2e4-3237efb7187f,2024-12-01T22:39:25.928722,0.7530703184436475,0.7534187106576948,0.7483829236739974,0.7585227272727273
c4a96419-cdd6-4a1e-bfb7-27f5ce8e9a57,2024-12-01T22:46:46.333795,0.754591892185632,0.7534396156366019,0.7498369919582699,0.7570770243581304
c91f79f2-0577-455f-9888-798dcf25d528,2024-11-29T23:26:44.506299,0.7517661123790892,0.7535606387570134,0.755353666450357,0.7517761033369215
b8cc2545-b77b-404a-b597-eebaae696710,2024-11-29T23:26:59.443735,0.7556787305727638,0.7558644656820157,0.7566862361382909,0.7550444781948362
87f3d3cb-2a21-42d5-a63a-03db5ebc5e17,2024-11-29T23:27:07.620252,0.7542658406694924,0.752977165956517,0.7591980612469706,0.7468573905504985
32bc821c-11ef-4c60-8efa-7f87d94fa699,2024-11-29T23:27:28.307062,0.7529616346049343,0.753122624090366,0.7546800174140182,0.7515716453500976
a45dc0b9-5788-4302-97f0-461753005537,2024-11-29T23:27:37.748379,0.7553526790566243,0.7528817652870786,0.7504924491135916,0.7552863436123348
bf276fe7-81a3-40b9-9220-42e628db5426,2024-11-29T23:27:54.785638,0.7517661123790892,0.7543557754355775,0.7613981762917933,0.7474424552429667
ce785ebb-c06c-4077-b193-fe72dc024518,2024-11-29T23:28:07.226044,0.7467666557982828,0.7465738525125082,0.7526315789473684,0.7406128614587829
875ab1f6-f490-476b-a7b0-693e94ef91ea,2024-11-29T23:28:25.907012,0.752852950766221,0.7497799295774648,0.741135523167283,0.7586283678468048
3df513cc-c482-401e-9efc-2b5efa936dc6,2024-11-29T23:28:44.684341,0.7502445386371046,0.7537505357908273,0.7463921901528013,0.7612554112554113
a4220737-908d-4ec0-af55-daf52a26ee8f,2024-11-29T23:29:47.873600,0.752852950766221,0.7547983610092732,0.7590544350466276,0.7505897490885696
988dda13-a752-4e1b-951c-65b04db111e5,2024-11-29T23:30:08.858067,0.7548092598630584,0.7535503604981428,0.7543744531933508,0.7527280663465735
52de800d-2c25-4b6d-a6c9-07644a9ac9bc,2024-11-29T23:30:37.591701,0.7525268992500815,0.7512834516657564,0.7615146147032772,0.7413235611123087
947a738a-41f5-4fd3-97f3-0de08833022a,2024-11-29T23:30:50.118309,0.7520921638952288,0.7508465319497543,0.7502728661864222,0.7514210756449498
61b61568-e846-4c63-b4f8-2f7a6bceb7d1,2024-11-29T23:30:56.723242,0.7522008477339419,0.7551546391752576,0.7612037237497293,0.7492009375665886
248fbe32-45c8-466a-be6a-eddd7817ca7b,2024-11-29T23:31:20.619290,0.7539397891533529,0.7546065467158032,0.7516735046426258,0.7575625680087051
3e2cbfe6-94bc-4cd1-80f8-cb69b8caf135,2024-11-29T23:31:55.737428,0.7556787305727638,0.7559704732957013,0.7627601314348302,0.7493006240585324
abd50c92-8be1-41ee-807d-1772b752ec5d,2024-11-29T23:32:03.368610,0.7589392457341594,0.7583877995642702,0.758553061669209,0.7582226094532781
4f266f15-8a92-44d6-b1aa-1c543ce0d3c4,2024-11-29T23:38:42.598630,0.7556787305727638,0.7529127280721037,0.7439183318853171,0.7621272808188696
0d35bfbd-58e1-40e5-abd5-9f4c2403fbfa,2024-11-29T23:38:53.884010,0.7514400608629497,0.7518715417163936,0.7522796352583586,0.7514638906961614
dcb662e8-981d-42df-94e8-520d1ed6af53,2024-11-29T23:40:03.012732,0.7531790022823606,0.7526413244744582,0.7523954703832753,0.7528873392896056
f802a5ca-f337-41e2-bbc2-6f224e80338b,2024-11-30T08:01:22.441244,0.7537224214759265,0.7530514385353095,0.7568455640744798,0.7492951637388853
a7a2f3ff-e8aa-4090-9884-c532fb14ed63,2024-11-30T15:38:54.328321,0.7574860061953155,0.7576243108926485,0.7566174875244087,0.7586338173709686
aa9314e3-2e73-422d-abed-166620d680fc,2024-11-30T10:39:59.900425,0.7524103774317253,0.7523642405702129,0.7503484590367043,0.7543908819133034
e8ba829b-c275-4cf5-a7b8-36a4f7241353,2024-11-30T10:56:02.027042,0.7533861348476409,0.7527815985509811,0.7539212744482937,0.7516453630677182
